ID,Azul,Verde,Rojo
Pina_26meses(SC),0.02,0.03,0.029
Pina_26meses(SC),0.017,0.028,0.023
Pina_26meses(SC),0.017,0.032,0.026
Pina_26meses(SC),0.016,0.031,0.023
Pina_26meses(SC),0.021,0.038,0.032
Pina_26meses(SC),0.014,0.033,0.022
Pina_26meses(SC),0.024,0.048,0.035
Pina_26meses(SC),0.018,0.032,0.025
Pina_26meses(SC),0.017,0.031,0.024
Pina_26meses(SC),0.013,0.027,0.021
Pina_26meses(SC),0.012,0.023,0.017
Pina_26meses(SC),0.015,0.028,0.02
Pina_26meses(SC),0.015,0.03,0.024
Pina_26meses(SC),0.016,0.029,0.024
Pina_26meses(SC),0.016,0.029,0.022
Pina_26meses(SC),0.013,0.027,0.02
Pina_26meses(SC),0.013,0.024,0.018
Pina_26meses(SC),0.015,0.032,0.022
Pina_26meses(SC),0.025,0.042,0.035
Pina_26meses(SC),0.016,0.034,0.027
Pina_26meses(SC),0.02,0.031,0.029
Pina_26meses(SC),0.017,0.029,0.023
Pina_26meses(SC),0.017,0.033,0.026
Pina_26meses(SC),0.017,0.032,0.023
Pina_26meses(SC),0.021,0.039,0.032
Pina_26meses(SC),0.014,0.035,0.022
Pina_26meses(SC),0.024,0.05,0.034
Pina_26meses(SC),0.018,0.033,0.024
Pina_26meses(SC),0.017,0.031,0.024
Pina_26meses(SC),0.013,0.028,0.02
Pina_26meses(SC),0.012,0.024,0.017
Pina_26meses(SC),0.015,0.029,0.02
Pina_26meses(SC),0.015,0.031,0.023
Pina_26meses(SC),0.016,0.03,0.024
Pina_26meses(SC),0.016,0.03,0.021
Pina_26meses(SC),0.013,0.028,0.02
Pina_26meses(SC),0.013,0.025,0.018
Pina_26meses(SC),0.015,0.033,0.022
Pina_26meses(SC),0.025,0.044,0.035
Pina_26meses(SC),0.016,0.035,0.026
Pina_26meses(SC),0.02,0.032,0.029
Pina_26meses(SC),0.017,0.03,0.023
Pina_26meses(SC),0.017,0.035,0.025
Pina_26meses(SC),0.016,0.033,0.023
Pina_26meses(SC),0.021,0.04,0.031
Pina_26meses(SC),0.014,0.036,0.022
Pina_26meses(SC),0.025,0.052,0.034
Pina_26meses(SC),0.018,0.033,0.024
Pina_26meses(SC),0.017,0.032,0.023
Pina_26meses(SC),0.013,0.029,0.02
Pina_26meses(SC),0.012,0.025,0.017
Pina_26meses(SC),0.015,0.03,0.019
Pina_26meses(SC),0.015,0.032,0.023
Pina_26meses(SC),0.016,0.031,0.023
Pina_26meses(SC),0.016,0.031,0.021
Pina_26meses(SC),0.013,0.029,0.02
Pina_26meses(SC),0.013,0.026,0.017
Pina_26meses(SC),0.015,0.034,0.021
Pina_26meses(SC),0.025,0.045,0.035
Pina_26meses(SC),0.016,0.036,0.026
Pina_26meses(SC),0.02,0.033,0.028
Pina_26meses(SC),0.017,0.031,0.023
Pina_26meses(SC),0.017,0.036,0.025
Pina_26meses(SC),0.017,0.034,0.022
Pina_26meses(SC),0.021,0.042,0.031
Pina_26meses(SC),0.014,0.037,0.021
Pina_26meses(SC),0.025,0.053,0.033
Pina_26meses(SC),0.018,0.034,0.024
Pina_26meses(SC),0.017,0.033,0.023
Pina_26meses(SC),0.013,0.03,0.02
Pina_26meses(SC),0.012,0.026,0.016
Pina_26meses(SC),0.015,0.032,0.019
Pina_26meses(SC),0.015,0.033,0.023
Pina_26meses(SC),0.016,0.032,0.023
Pina_26meses(SC),0.016,0.032,0.021
Pina_26meses(SC),0.013,0.03,0.02
Pina_26meses(SC),0.013,0.027,0.017
Pina_26meses(SC),0.015,0.036,0.021
Pina_26meses(SC),0.025,0.046,0.034
Pina_26meses(SC),0.016,0.037,0.026
Pina_26meses(SC),0.02,0.034,0.028
Pina_26meses(SC),0.017,0.032,0.022
Pina_26meses(SC),0.017,0.037,0.024
Pina_26meses(SC),0.017,0.035,0.022
Pina_26meses(SC),0.021,0.043,0.031
Pina_26meses(SC),0.014,0.039,0.021
Pina_26meses(SC),0.025,0.055,0.033
Pina_26meses(SC),0.018,0.035,0.024
Pina_26meses(SC),0.017,0.034,0.023
Pina_26meses(SC),0.013,0.031,0.02
Pina_26meses(SC),0.012,0.027,0.016
Pina_26meses(SC),0.015,0.033,0.019
Pina_26meses(SC),0.015,0.034,0.023
Pina_26meses(SC),0.016,0.033,0.023
Pina_26meses(SC),0.016,0.033,0.021
Pina_26meses(SC),0.013,0.031,0.02
Pina_26meses(SC),0.013,0.028,0.017
Pina_26meses(SC),0.015,0.037,0.021
Pina_26meses(SC),0.025,0.047,0.034
Pina_26meses(SC),0.016,0.039,0.025
Pina_26meses(SC),0.02,0.034,0.028
Pina_26meses(SC),0.017,0.033,0.022
Pina_26meses(SC),0.017,0.038,0.024
Pina_26meses(SC),0.017,0.037,0.022
Pina_26meses(SC),0.021,0.044,0.03
Pina_26meses(SC),0.014,0.04,0.021
Pina_26meses(SC),0.025,0.056,0.033
Pina_26meses(SC),0.018,0.037,0.023
Pina_26meses(SC),0.017,0.035,0.023
Pina_26meses(SC),0.013,0.032,0.019
Pina_26meses(SC),0.012,0.027,0.016
Pina_26meses(SC),0.015,0.034,0.019
Pina_26meses(SC),0.015,0.035,0.022
Pina_26meses(SC),0.016,0.034,0.023
Pina_26meses(SC),0.016,0.034,0.02
Pina_26meses(SC),0.013,0.032,0.019
Pina_26meses(SC),0.013,0.028,0.017
Pina_26meses(SC),0.015,0.038,0.021
Pina_26meses(SC),0.026,0.048,0.034
Pina_26meses(SC),0.016,0.04,0.025
Pina_26meses(SC),0.02,0.035,0.028
Pina_26meses(SC),0.017,0.034,0.022
Pina_26meses(SC),0.018,0.039,0.024
Pina_26meses(SC),0.017,0.038,0.021
Pina_26meses(SC),0.021,0.045,0.03
Pina_26meses(SC),0.014,0.041,0.02
Pina_26meses(SC),0.025,0.058,0.032
Pina_26meses(SC),0.018,0.038,0.023
Pina_26meses(SC),0.017,0.036,0.023
Pina_26meses(SC),0.013,0.033,0.019
Pina_26meses(SC),0.012,0.028,0.016
Pina_26meses(SC),0.015,0.035,0.019
Pina_26meses(SC),0.015,0.036,0.022
Pina_26meses(SC),0.016,0.034,0.023
Pina_26meses(SC),0.016,0.035,0.02
Pina_26meses(SC),0.014,0.033,0.019
Pina_26meses(SC),0.013,0.029,0.017
Pina_26meses(SC),0.015,0.039,0.02
Pina_26meses(SC),0.026,0.049,0.033
Pina_26meses(SC),0.016,0.041,0.025
Pina_26meses(SC),0.02,0.036,0.028
Pina_26meses(SC),0.017,0.035,0.022
Pina_26meses(SC),0.018,0.04,0.024
Pina_26meses(SC),0.017,0.039,0.021
Pina_26meses(SC),0.021,0.046,0.03
Pina_26meses(SC),0.014,0.043,0.02
Pina_26meses(SC),0.025,0.059,0.032
Pina_26meses(SC),0.018,0.039,0.023
Pina_26meses(SC),0.017,0.037,0.023
Pina_26meses(SC),0.013,0.034,0.019
Pina_26meses(SC),0.012,0.029,0.016
Pina_26meses(SC),0.015,0.036,0.019
Pina_26meses(SC),0.015,0.037,0.022
Pina_26meses(SC),0.016,0.035,0.023
Pina_26meses(SC),0.016,0.036,0.02
Pina_26meses(SC),0.014,0.034,0.019
Pina_26meses(SC),0.013,0.03,0.017
Pina_26meses(SC),0.015,0.041,0.02
Pina_26meses(SC),0.026,0.05,0.033
Pina_26meses(SC),0.016,0.042,0.024
Pina_26meses(SC),0.02,0.037,0.028
Pina_26meses(SC),0.017,0.036,0.022
Pina_26meses(SC),0.018,0.041,0.024
Pina_26meses(SC),0.017,0.04,0.021
Pina_26meses(SC),0.021,0.047,0.03
Pina_26meses(SC),0.015,0.044,0.02
Pina_26meses(SC),0.025,0.061,0.032
Pina_26meses(SC),0.018,0.039,0.023
Pina_26meses(SC),0.018,0.038,0.022
Pina_26meses(SC),0.013,0.035,0.019
Pina_26meses(SC),0.012,0.03,0.016
Pina_26meses(SC),0.015,0.037,0.018
Pina_26meses(SC),0.015,0.038,0.022
Pina_26meses(SC),0.016,0.036,0.023
Pina_26meses(SC),0.016,0.037,0.02
Pina_26meses(SC),0.014,0.035,0.019
Pina_26meses(SC),0.013,0.031,0.017
Pina_26meses(SC),0.015,0.042,0.02
Pina_26meses(SC),0.026,0.051,0.033
Pina_26meses(SC),0.016,0.043,0.024
Pina_26meses(SC),0.02,0.037,0.027
Pina_26meses(SC),0.017,0.037,0.021
Pina_26meses(SC),0.018,0.042,0.023
Pina_26meses(SC),0.017,0.041,0.021
Pina_26meses(SC),0.021,0.048,0.03
Pina_26meses(SC),0.015,0.045,0.02
Pina_26meses(SC),0.025,0.062,0.031
Pina_26meses(SC),0.018,0.04,0.023
Pina_26meses(SC),0.018,0.039,0.022
Pina_26meses(SC),0.013,0.036,0.019
Pina_26meses(SC),0.012,0.03,0.015
Pina_26meses(SC),0.015,0.038,0.018
Pina_26meses(SC),0.015,0.039,0.022
Pina_26meses(SC),0.016,0.037,0.022
Pina_26meses(SC),0.016,0.037,0.02
Pina_26meses(SC),0.014,0.036,0.019
Pina_26meses(SC),0.013,0.032,0.017
Pina_26meses(SC),0.015,0.043,0.02
Pina_26meses(SC),0.026,0.052,0.033
Pina_26meses(SC),0.016,0.045,0.024
Pina_26meses(SC),0.02,0.038,0.027
Pina_26meses(SC),0.017,0.038,0.021
Pina_26meses(SC),0.018,0.043,0.023
Pina_26meses(SC),0.017,0.042,0.021
Pina_26meses(SC),0.021,0.049,0.029
Pina_26meses(SC),0.015,0.046,0.02
Pina_26meses(SC),0.025,0.064,0.031
Pina_26meses(SC),0.018,0.041,0.023
Pina_26meses(SC),0.018,0.04,0.022
Pina_26meses(SC),0.013,0.036,0.019
Pina_26meses(SC),0.012,0.031,0.015
Pina_26meses(SC),0.015,0.039,0.018
Pina_26meses(SC),0.015,0.04,0.022
Pina_26meses(SC),0.016,0.038,0.022
Pina_26meses(SC),0.016,0.038,0.02
Pina_26meses(SC),0.014,0.037,0.019
Pina_26meses(SC),0.014,0.032,0.016
Pina_26meses(SC),0.015,0.044,0.02
Pina_26meses(SC),0.026,0.053,0.033
Pina_26meses(SC),0.016,0.046,0.024
Pina_26meses(SC),0.02,0.039,0.027
Pina_26meses(SC),0.017,0.038,0.021
Pina_26meses(SC),0.018,0.044,0.023
Pina_26meses(SC),0.017,0.043,0.021
Pina_26meses(SC),0.021,0.05,0.029
Pina_26meses(SC),0.015,0.047,0.02
Pina_26meses(SC),0.025,0.065,0.031
Pina_26meses(SC),0.018,0.042,0.022
Pina_26meses(SC),0.018,0.04,0.022
Pina_26meses(SC),0.013,0.037,0.019
Pina_26meses(SC),0.012,0.032,0.015
Pina_26meses(SC),0.015,0.039,0.018
Pina_26meses(SC),0.015,0.041,0.022
Pina_26meses(SC),0.017,0.038,0.022
Pina_26meses(SC),0.017,0.039,0.02
Pina_26meses(SC),0.014,0.038,0.019
Pina_26meses(SC),0.014,0.033,0.016
Pina_26meses(SC),0.015,0.045,0.02
Pina_26meses(SC),0.026,0.054,0.033
Pina_26meses(SC),0.016,0.047,0.024
Pina_26meses(SC),0.02,0.039,0.027
Pina_26meses(SC),0.017,0.039,0.021
Pina_26meses(SC),0.018,0.045,0.023
Pina_26meses(SC),0.017,0.044,0.021
Pina_26meses(SC),0.021,0.051,0.029
Pina_26meses(SC),0.015,0.048,0.019
Pina_26meses(SC),0.025,0.066,0.031
Pina_26meses(SC),0.018,0.043,0.022
Pina_26meses(SC),0.018,0.041,0.022
Pina_26meses(SC),0.014,0.038,0.019
Pina_26meses(SC),0.012,0.032,0.015
Pina_26meses(SC),0.015,0.04,0.018
Pina_26meses(SC),0.015,0.042,0.021
Pina_26meses(SC),0.017,0.039,0.022
Pina_26meses(SC),0.017,0.04,0.02
Pina_26meses(SC),0.014,0.039,0.018
Pina_26meses(SC),0.014,0.034,0.016
Pina_26meses(SC),0.015,0.046,0.019
Pina_26meses(SC),0.026,0.055,0.033
Pina_26meses(SC),0.016,0.047,0.023
Pina_26meses(SC),0.02,0.04,0.027
Pina_26meses(SC),0.017,0.04,0.021
Pina_26meses(SC),0.018,0.046,0.023
Pina_26meses(SC),0.017,0.045,0.02
Pina_26meses(SC),0.021,0.052,0.029
Pina_26meses(SC),0.015,0.049,0.019
Pina_26meses(SC),0.025,0.067,0.03
Pina_26meses(SC),0.018,0.044,0.022
Pina_26meses(SC),0.018,0.042,0.022
Pina_26meses(SC),0.014,0.039,0.018
Pina_26meses(SC),0.012,0.033,0.015
Pina_26meses(SC),0.015,0.041,0.018
Pina_26meses(SC),0.015,0.043,0.021
Pina_26meses(SC),0.017,0.039,0.022
Pina_26meses(SC),0.017,0.04,0.019
Pina_26meses(SC),0.014,0.039,0.018
Pina_26meses(SC),0.014,0.034,0.016
Pina_26meses(SC),0.016,0.047,0.019
Pina_26meses(SC),0.026,0.056,0.032
Pina_26meses(SC),0.016,0.048,0.023
Pina_26meses(SC),0.02,0.041,0.027
Pina_26meses(SC),0.017,0.041,0.021
Pina_26meses(SC),0.018,0.046,0.023
Pina_26meses(SC),0.017,0.046,0.02
Pina_26meses(SC),0.021,0.053,0.028
Pina_26meses(SC),0.015,0.05,0.019
Pina_26meses(SC),0.025,0.068,0.03
Pina_26meses(SC),0.018,0.044,0.022
Pina_26meses(SC),0.018,0.042,0.022
Pina_26meses(SC),0.014,0.039,0.018
Pina_26meses(SC),0.012,0.033,0.015
Pina_26meses(SC),0.015,0.041,0.018
Pina_26meses(SC),0.015,0.043,0.021
Pina_26meses(SC),0.017,0.04,0.022
Pina_26meses(SC),0.017,0.041,0.019
Pina_26meses(SC),0.014,0.04,0.018
Pina_26meses(SC),0.014,0.035,0.016
Pina_26meses(SC),0.016,0.048,0.019
Pina_26meses(SC),0.026,0.056,0.032
Pina_26meses(SC),0.017,0.049,0.023
Pina_26meses(SC),0.021,0.041,0.027
Pina_26meses(SC),0.017,0.041,0.021
Pina_26meses(SC),0.018,0.047,0.022
Pina_26meses(SC),0.017,0.046,0.02
Pina_26meses(SC),0.022,0.053,0.028
Pina_26meses(SC),0.015,0.05,0.019
Pina_26meses(SC),0.025,0.069,0.03
Pina_26meses(SC),0.018,0.045,0.022
Pina_26meses(SC),0.018,0.043,0.021
Pina_26meses(SC),0.014,0.04,0.018
Pina_26meses(SC),0.012,0.034,0.015
Pina_26meses(SC),0.015,0.042,0.017
Pina_26meses(SC),0.016,0.044,0.021
Pina_26meses(SC),0.017,0.04,0.022
Pina_26meses(SC),0.017,0.042,0.019
Pina_26meses(SC),0.014,0.041,0.018
Pina_26meses(SC),0.014,0.035,0.016
Pina_26meses(SC),0.016,0.048,0.019
Pina_26meses(SC),0.026,0.057,0.032
Pina_26meses(SC),0.017,0.05,0.023
Pina_26meses(SC),0.021,0.042,0.027
Pina_26meses(SC),0.017,0.042,0.021
Pina_26meses(SC),0.018,0.048,0.022
Pina_26meses(SC),0.017,0.047,0.02
Pina_26meses(SC),0.022,0.054,0.028
Pina_26meses(SC),0.015,0.051,0.018
Pina_26meses(SC),0.026,0.07,0.029
Pina_26meses(SC),0.018,0.045,0.021
Pina_26meses(SC),0.018,0.043,0.021
Pina_26meses(SC),0.014,0.04,0.018
Pina_26meses(SC),0.012,0.034,0.015
Pina_26meses(SC),0.015,0.043,0.017
Pina_26meses(SC),0.016,0.044,0.02
Pina_26meses(SC),0.017,0.041,0.021
Pina_26meses(SC),0.017,0.042,0.019
Pina_26meses(SC),0.014,0.041,0.018
Pina_26meses(SC),0.014,0.036,0.016
Pina_26meses(SC),0.016,0.049,0.018
Pina_26meses(SC),0.026,0.058,0.032
Pina_26meses(SC),0.017,0.051,0.022
Pina_26meses(SC),0.021,0.042,0.026
Pina_26meses(SC),0.017,0.042,0.02
Pina_26meses(SC),0.018,0.048,0.022
Pina_26meses(SC),0.017,0.048,0.019
Pina_26meses(SC),0.022,0.054,0.027
Pina_26meses(SC),0.015,0.052,0.018
Pina_26meses(SC),0.026,0.07,0.029
Pina_26meses(SC),0.018,0.046,0.021
Pina_26meses(SC),0.018,0.044,0.021
Pina_26meses(SC),0.014,0.041,0.018
Pina_26meses(SC),0.012,0.034,0.014
Pina_26meses(SC),0.016,0.043,0.017
Pina_26meses(SC),0.016,0.045,0.02
Pina_26meses(SC),0.017,0.041,0.021
Pina_26meses(SC),0.017,0.043,0.019
Pina_26meses(SC),0.014,0.042,0.017
Pina_26meses(SC),0.014,0.036,0.015
Pina_26meses(SC),0.016,0.05,0.018
Pina_26meses(SC),0.026,0.058,0.031
Pina_26meses(SC),0.017,0.051,0.022
Pina_26meses(SC),0.021,0.042,0.026
Pina_26meses(SC),0.017,0.043,0.02
Pina_26meses(SC),0.018,0.049,0.022
Pina_26meses(SC),0.017,0.048,0.019
Pina_26meses(SC),0.022,0.055,0.027
Pina_26meses(SC),0.015,0.052,0.018
Pina_26meses(SC),0.026,0.071,0.028
Pina_26meses(SC),0.019,0.046,0.021
Pina_26meses(SC),0.018,0.044,0.021
Pina_26meses(SC),0.014,0.041,0.017
Pina_26meses(SC),0.012,0.035,0.014
Pina_26meses(SC),0.016,0.043,0.017
Pina_26meses(SC),0.016,0.045,0.02
Pina_26meses(SC),0.017,0.042,0.021
Pina_26meses(SC),0.017,0.043,0.018
Pina_26meses(SC),0.014,0.042,0.017
Pina_26meses(SC),0.014,0.037,0.015
Pina_26meses(SC),0.016,0.05,0.018
Pina_26meses(SC),0.027,0.059,0.031
Pina_26meses(SC),0.017,0.052,0.022
Pina_26meses(SC),0.021,0.043,0.026
Pina_26meses(SC),0.018,0.043,0.02
Pina_26meses(SC),0.018,0.049,0.021
Pina_26meses(SC),0.017,0.049,0.019
Pina_26meses(SC),0.022,0.055,0.027
Pina_26meses(SC),0.016,0.053,0.017
Pina_26meses(SC),0.026,0.072,0.028
Pina_26meses(SC),0.019,0.047,0.021
Pina_26meses(SC),0.018,0.045,0.021
Pina_26meses(SC),0.014,0.042,0.017
Pina_26meses(SC),0.012,0.035,0.014
Pina_26meses(SC),0.016,0.044,0.017
Pina_26meses(SC),0.016,0.046,0.02
Pina_26meses(SC),0.017,0.042,0.021
Pina_26meses(SC),0.017,0.044,0.018
Pina_26meses(SC),0.014,0.042,0.017
Pina_26meses(SC),0.014,0.037,0.015
Pina_26meses(SC),0.016,0.05,0.018
Pina_26meses(SC),0.027,0.059,0.031
Pina_26meses(SC),0.017,0.052,0.021
Pina_26meses(SC),0.021,0.043,0.026
Pina_26meses(SC),0.018,0.044,0.02
Pina_26meses(SC),0.019,0.05,0.021
Pina_26meses(SC),0.018,0.049,0.019
Pina_26meses(SC),0.022,0.056,0.026
Pina_26meses(SC),0.016,0.053,0.017
Pina_26meses(SC),0.026,0.072,0.028
Pina_26meses(SC),0.019,0.047,0.02
Pina_26meses(SC),0.018,0.045,0.02
Pina_26meses(SC),0.014,0.042,0.017
Pina_26meses(SC),0.013,0.035,0.014
Pina_26meses(SC),0.016,0.044,0.016
Pina_26meses(SC),0.016,0.046,0.02
Pina_26meses(SC),0.017,0.042,0.021
Pina_26meses(SC),0.017,0.044,0.018
Pina_26meses(SC),0.014,0.043,0.017
Pina_26meses(SC),0.014,0.037,0.015
Pina_26meses(SC),0.016,0.051,0.017
Pina_26meses(SC),0.027,0.06,0.031
Pina_26meses(SC),0.017,0.053,0.021
Pina_26meses(SC),0.021,0.044,0.026
Pina_26meses(SC),0.018,0.044,0.02
Pina_26meses(SC),0.019,0.05,0.021
Pina_26meses(SC),0.018,0.049,0.018
Pina_26meses(SC),0.022,0.056,0.026
Pina_26meses(SC),0.016,0.054,0.017
Pina_26meses(SC),0.027,0.073,0.027
Pina_26meses(SC),0.019,0.047,0.02
Pina_26meses(SC),0.019,0.045,0.02
Pina_26meses(SC),0.014,0.042,0.017
Pina_26meses(SC),0.013,0.036,0.014
Pina_26meses(SC),0.016,0.045,0.016
Pina_26meses(SC),0.016,0.046,0.019
Pina_26meses(SC),0.018,0.042,0.02
Pina_26meses(SC),0.017,0.044,0.018
Pina_26meses(SC),0.015,0.043,0.017
Pina_26meses(SC),0.014,0.037,0.015
Pina_26meses(SC),0.016,0.051,0.017
Pina_26meses(SC),0.027,0.06,0.03
Pina_26meses(SC),0.018,0.053,0.021
Pina_26meses(SC),0.021,0.044,0.026
Pina_26meses(SC),0.018,0.044,0.019
Pina_26meses(SC),0.019,0.05,0.021
Pina_26meses(SC),0.018,0.05,0.018
Pina_26meses(SC),0.023,0.057,0.026
Pina_26meses(SC),0.016,0.054,0.017
Pina_26meses(SC),0.027,0.073,0.027
Pina_26meses(SC),0.019,0.048,0.02
Pina_26meses(SC),0.019,0.045,0.02
Pina_26meses(SC),0.014,0.043,0.017
Pina_26meses(SC),0.013,0.036,0.014
Pina_26meses(SC),0.016,0.045,0.016
Pina_26meses(SC),0.016,0.047,0.019
Pina_26meses(SC),0.018,0.043,0.02
Pina_26meses(SC),0.017,0.045,0.018
Pina_26meses(SC),0.015,0.043,0.016
Pina_26meses(SC),0.014,0.038,0.015
Pina_26meses(SC),0.017,0.052,0.017
Pina_26meses(SC),0.027,0.06,0.03
Pina_26meses(SC),0.018,0.053,0.021
Pina_26meses(SC),0.021,0.044,0.025
Pina_26meses(SC),0.018,0.045,0.019
Pina_26meses(SC),0.019,0.051,0.02
Pina_26meses(SC),0.018,0.05,0.018
